source,actions
"['z', 'a', 'p', 'e', 'č', 'e', 't', 'i', 'l', 'i']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'e', 'č', 'e', 't', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'i', 'c', 'h', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'i', 'l', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'i', 's', 'o', 'v', 'a', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'i', 's', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'i', 's', 'o', 'v', 'a', 't', 'e', 'l', 'ů', 'v']","['COPY', 'a @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY', 'a @@', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'i', 's', 'u', 'j', 'í']","['COPY', 'a @@', 'COPY', 'COPY', 's @@', 'COPY', 'j @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'c', 'e', 'n', 'a']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'k', 'a', 'l', 'o']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'a @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'n', 'u', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'a @@', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 't', 'i', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 't', 'i', 'l', 'i']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 't', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 't', 'í']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 't', 'í', 'm']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'í @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'v', 'e', 'n']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'v', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'v', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'v', 'u', 'j', 'e']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'š', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'š @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'š', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'š @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'ť', 'p', 'á', 'm', 'b', 'u']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'ť @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'a', 'ť', 'p', 'á', 'n', 'b', 'ů', 'h']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'ť @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'e', 's', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 's @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'e', 's', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'e', 'v', 'e', 'l', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'COPY', 'l @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'i', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'n', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'n @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'l', 'n', 'ě', 'n', 'ý']","['COPY', 'a @@', 'COPY', 'COPY', 'n @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'l', 'o', 'm', 'b', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'y', 'n', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'á', 'c', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'c @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'á', 'l', 'y']","['COPY', 'a @@', 'COPY', 'l @@', 'á @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'l', 'á', 'p', 'o', 'l', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'l @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'á', 't']","['COPY', 'a @@', 'COPY', 'l @@', 'á @@', 'COPY']"
"['z', 'a', 'p', 'l', 'é', 's', 't', 'i']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 's @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'é', 't', 'a', 'l', 'y']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'l', 'é', 't', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'é', 't', 'á']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['z', 'a', 'p', 'l', 'é', 't', 'á', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'í', 't', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'l', 'í', 't', 'a', 't', 'e', 'l', 'n', 'o', 's', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'l', 'í', 't', 'á', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'p @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'n', 'u', 't', 'í']","['COPY', 'a @@', 'p @@', 'COPY', 'u @@', 't @@', 'COPY']"
"['z', 'a', 'p', 'n', 'u', 't', 'ý']","['COPY', 'a @@', 'p @@', 'COPY', 'u @@', 't @@', 'COPY']"
"['z', 'a', 'p', 'o', 'c', 'h', 'y', 'b', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'j', 'e', 'n', 'y']","['COPY', 'a @@', 'COPY', 'COPY', 'j @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'o', 'j', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'j @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'o', 'j', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'j @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'l', 'í', 't', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'e', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'e @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'n', 'ě', 'l']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'n @@', 'ě @@', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'n', 'ě', 'l', 'a']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'n @@', 'ě @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'n', 'ě', 'l', 'o']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'n @@', 'ě @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'í', 'n', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'n @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'm', 'í', 'n', 'á', 'm']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'á @@', 'COPY']"
"['z', 'a', 'p', 'o', 't', 'i', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'o', 't', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'o', 't', 'ř', 'e', 'b', 'í']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY']"
"['z', 'a', 'p', 'o', 'u', 'z', 'd', 'ř', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'ř @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'o', 'u', 'z', 'd', 'ř', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'ř @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'u', 'š', 't', 'ě', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'ě @@', 'COPY']"
"['z', 'a', 'p', 'o', 'v', 'í', 'd', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'v', 'ě', 'd', 'ě', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'ě @@', 'COPY']"
"['z', 'a', 'p', 'o', 'v', 'ě', 'z', 'e', 'n', 'ý']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'e @@', 'n @@', 'COPY']"
"['z', 'a', 'p', 'o', 'č', 'í', 'n', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'č @@', 'COPY', 'n @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'č', 'í', 's', 't', 'i']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'o', 'č', 'í', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'č @@', 'í @@', 'COPY']"
"['z', 'a', 'p', 'o', 'č', 'í', 't', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'č', 'í', 't', 'á', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'o', 'š', 'í', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'í @@', 'COPY']"
"['z', 'a', 'p', 'o', 'š', 'í', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'o @@', 'COPY', 'í @@', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'c', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 's', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 's', 'k', 'l', 'o']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 's', 'k', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 't']","['COPY', 'a @@', 'COPY', 'r @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'v', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'v', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'v @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'š', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'š @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'š', 't', 'ě', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'ě @@', 'COPY']"
"['z', 'a', 'p', 'r', 'a', 'ž', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'ž @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'r', 'e', 'l', 'u', 'd', 'o', 'v', 'á', 'v', 'a', 'n', 'ý']","['COPY', 'a @@', 'COPY', 'COPY', 'e @@', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'á @@', 'v @@', 'a @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 'd', 'á', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'o @@', 'd @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 'g', 'n', 'o', 's', 't', 'i', 'k', 'o', 'v', 'a', 't', 'e', 'l', 'n', 'ě']","['COPY', 'a @@', 'COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'o @@', 'COPY', 't @@', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 's', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 's @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 't', 'e', 's', 't', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 't', 'o', 'k', 'o', 'l', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 'u', 'd', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'r', 'o', 'x', 'i', 'm', 'o', 'v', 'á', 'v', 'a', 'n', 'ý']","['z @@', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'm @@', 'COPY', 'COPY', 'á @@', 'v @@', 'a @@', 'n @@', 'COPY']"
"['z', 'a', 'p', 'r', 's', 'k', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 's', 'k', 'a', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 's', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 's', 'k', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 's', 'k', 'á']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 'š', 'e', 'n', 'ý']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'š @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'r', 'á', 'š', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'š @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'r', 'š', 'e', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'š @@', 'e @@', 'COPY']"
"['z', 'a', 'p', 'r', 'š', 'í']","['COPY', 'a @@', 'COPY', 'COPY', 'š @@', 'COPY']"
"['z', 'a', 'p', 's', 'a', 'l']","['COPY', 'a @@', 'COPY', 's @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 's', 'a', 'l', 'i']","['COPY', 'a @@', 'COPY', 's @@', 'a @@', 'l @@', 'COPY']"
"['z', 'a', 'p', 's', 'a', 't']","['COPY', 'a @@', 'COPY', 's @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'u', 'd', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'u', 'd', 'r', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'u', 's', 't', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'u', 'z', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'z @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'y', 't', 'l', 'a', 'č', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'l @@', 'COPY', 'č @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'á', 'j', 'e', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'j @@', 'e @@', 'COPY']"
"['z', 'a', 'p', 'á', 'l', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'l @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'á', 't', 'r', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'r @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'é', 'c', 'i']","['COPY', 'a @@', 'COPY', 'COPY', 'c @@', 'COPY']"
"['z', 'a', 'p', 'é', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 'c', 'h']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'í', 'c', 'h', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 'c', 'h', 'n', 'e', 't', 'e']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'e @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'í', 'c', 'h', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'í', 'c', 'h', 'n', 'u', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'í', 'j', 'e', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'j @@', 'e @@', 'COPY']"
"['z', 'a', 'p', 'í', 'k', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 'n', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'n @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 'p', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'p @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'í', 'r', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'r @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 's', 'k', 'a', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'í', 's', 'k', 'á']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY']"
"['z', 'a', 'p', 'í', 't']","['COPY', 'a @@', 'COPY', 'í @@', 'COPY']"
"['z', 'a', 'p', 'í', 'š', 'u']","['COPY', 'a @@', 'COPY', 'COPY', 'š @@', 'COPY']"
"['z', 'a', 'p', 'ý', 'ř', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'ř @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'ě', 'n', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'n @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'ě', 't']","['COPY', 'a @@', 'COPY', 'ě @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'a', 'h', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'e', 'm', 'ý', 'š', 'l', 'e', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'e @@', 'COPY', 'COPY', 'COPY', 'l @@', 'e @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'i', 's', 'á', 'h', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'i @@', 'COPY', 'COPY', 'h @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'i', 's', 'á', 'h', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'i @@', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'á', 'h', 'n', 'o', 'u', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 's', 'a', 'h', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'í @@', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 's', 't', 'i']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 's @@', 'COPY', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 't']","['COPY', 'a @@', 'COPY', 'ř @@', 'í @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 'č', 'i', 'n', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'í @@', 'COPY', 'COPY', 'n @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 'č', 'i', 'ň', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'í @@', 'COPY', 'COPY', 'ň @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'ř', 'í', 'č', 'i', 'ň', 'u', 'j', 'e']","['COPY', 'a @@', 'COPY', 'COPY', 'í @@', 'COPY', 'COPY', 'ň @@', 'COPY', 'COPY', 'COPY']"
"['z', 'a', 'p', 'ů', 'j', 'č', 'e', 'n', 'á']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'č @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'p', 'ů', 'j', 'č', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'č @@', 'i @@', 'COPY']"
"['z', 'a', 'p', 'ů', 'j', 'č', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'č @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'p', 'ů', 's', 'o', 'b', 'i', 't']","['COPY', 'a @@', 'COPY', 'ů @@', 'COPY', 'COPY', 'b @@', 'i @@', 'COPY']"
"['z', 'a', 'r', 'a', 'c', 'h', 'o', 't', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 't @@', 'i @@', 'COPY']"
"['z', 'a', 'r', 'a', 'd', 'o', 'v', 'a', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'r', 'a', 'n', 'ž', 'o', 'v', 'a', 't']","['z @@', 'COPY', 'COPY', 'COPY', 'COPY', 'ž @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['z', 'a', 'r', 'a', 'z', 'i', 'l']","['COPY', 'a @@', 'COPY', 'COPY', 'z @@', 'i @@', 'COPY']"
"['z', 'a', 'r', 'a', 'z', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'z @@', 'i @@', 'COPY']"
"['z', 'a', 'r', 'a', 'ž', 'e', 'n', 'ě']","['COPY', 'a @@', 'COPY', 'COPY', 'ž @@', 'COPY', 'n @@', 'COPY']"
"['z', 'a', 'r', 'd', 'o', 'u', 's', 'i', 't']","['COPY', 'a @@', 'COPY', 'COPY', 'COPY', 'COPY', 's @@', 'i @@', 'COPY']"
